unique	Strain	read_index	-7	-6	-5	-4	-3	-2	-1	-0	1	2	3	4	5	6	7
350950	25s_2880	wt	26096	115.32	107.62	96.95	77.6538461538462	109.755	76.61	NA	71.59	77.52	74.515	73.91	72.6	69.776	81.38	95.13
350951	25s_2880	wt	26098	119.51	113.67	91	78.19	107.23	77.16	73.535	73.88	78.865	77.25	73.65	70.925	71.1666666666667	81.77	93.94
350952	25s_2880	wt	26099	108.15	111.85	89.6666666666667	77.72	105.67	76.26	75.428	NA	NA	NA	74.18875	69.64	71.51	81.13	93.4033333333334
350953	25s_2880	wt	26100	NA	113.43	92.59	77.555	102.43	81.43	76.5133333333333	NA	NA	NA	NA	71.2588888888889	71.1	82.4866666666667	100.06
350954	25s_2880	wt	26101	113.72	106.68	92.775	78.484	119.305	78.63	76.7051851851852	71.595	77.6	75.97	74.89	70.36	70.4616666666667	80.3118181818182	88.96
350955	25s_2880	wt	26102	117.6	113.455	90.37	77.03	107.08	78.38	73.23	75.89	79.87	71.2	73.8214285714286	79.29	70.15	78.12	94.0366666666667
350956	25s_2880	wt	26103	NA	NA	NA	77.45	107.78	75.28	73.5633333333333	NA	NA	NA	NA	68.33	70.5516666666667	79.825	95.54
350957	25s_2880	wt	26104	115.18	111.43	93.79	79.3033333333333	107.74	78.75	74.3933333333333	72.09	75.27	77.38	76.92	72.12	70.75	80.5321428571428	96.37
350958	25s_2880	wt	26105	106.44	109.15	96.1	80.11	99.5	84.97	80.0866666666667	69.91	77.54	74.4	72.51	67.96	70.82	81.05	96.38
350959	25s_2880	wt	26106	112.17	109.26	94.86	77.795	106.54	80.9	77.055	69.505	75.88	78.56	74.885	70.8	72.7	81.55	95.52
350960	25s_2880	wt	26108	114.895	109.71	90.63	78.6166666666667	109.32	76.63	73.48	73.465	78.84	75.66	74.11	70.98	72.51	78.05	89.16
350961	25s_2880	wt	26109	113.18	104.355	95.4	81.545	93.08	79.66	79.15	NA	NA	NA	72.82	71.69	73.49	82.82	94.545
350962	25s_2880	wt	26110	NA	104.23	93.3	78.55	109.45	81.885	74.65	NA	NA	NA	74.68	71.7766666666667	74.19	81.4	94.66
350963	25s_2880	wt	26111	109.91	115.75	93.6033333333333	78.28	110.535	80.54	74.08	69.71	74.91	72.73	74.31	75.88	70.41	80.585	90.785
350964	25s_2880	wt	26112	114.72	115.445	95.4	77.025	102.92	76.46	75.1825	75.895	79.91	75.96	72.71	71.08	71.4933333333333	81.58	93.83
350965	25s_2880	wt	26113	115.55	110.12	94.21	77.71	98.53	79.85	67.81	NA	NA	NA	74.9569230769231	72.47	70.1	81.17	96.3
350966	25s_2880	wt	26114	114.1	115.855	90.04	76.4627272727273	103.18	71.12	67.44	72.565	76.98	76.22	75.32	71.245	69.1	80.0633333333333	90.48
350967	25s_2880	wt	26115	106.04	111.53	83.82	76.2625	86.5	79.41	76.4166666666667	NA	NA	72.9	75.2766666666667	70.86	74.41	80.44	95.16
350968	25s_2880	wt	26116	108.14	NA	NA	NA	NA	NA	73.4433333333333	76.94	79.42	78.08	73.81	73.285	69.28	79.71	94.99
350969	25s_2880	wt	26117	113.8	108.79	95.31	77.99	104.37	81.18	78.5571428571428	70.43	76.805	76.87	74.3066666666667	72.5366666666667	70.26	77.71	92.674
350970	25s_2880	wt	26118	NA	107.53	88.87	76.33	100.17	80.31	73.0633333333333	NA	NA	NA	NA	NA	69.5422222222222	81.55	95.555
350971	25s_2880	wt	26119	NA	111.15	92.96	79.11	108.7025	77.17	70.95	NA	NA	74.37	74.2625	70.81	70.34	80.1266666666667	92.78
350972	25s_2880	wt	26120	114.22	113.95	93.1	76.8433333333333	104.65	79.65	71.57	68.85	76.13	74.955	73.695	71.45	70.955	79.68	91.82
350973	25s_2880	wt	26121	117.61	108.91	92.8	77.385	109.38	76.4	76.015	72.05	69.83	71.64	76.44	72.185	71.755	80.33	91.51
350974	25s_2880	wt	26122	113.86	114.35	92.06	77.8066666666667	107.882	NA	72.92	76.35	NA	NA	74.432	68.59	71.13	79.22	NA
350975	25s_2880	wt	26123	112.52	102.743333333333	89.48	75.185	103.14	78.66	73.41	84.91	NA	NA	NA	71.84	69.94	83.11	92.51
350976	25s_2880	wt	26124	115.96	110.62	89.88	77.2991666666667	NA	NA	69.43	NA	NA	NA	NA	66.98	70.8321428571428	81.35	96.105
350977	25s_2880	wt	26125	108.94	112.02	94.18	79.5728571428571	101.78	77.18	75.14	NA	NA	72.97	75.17	72.39	71.39	83.33	99.58
350978	25s_2880	wt	26126	115.68	114.405	88.79	75.705	105.76	97.19	70.61	84.32	72.6	68.64	75.4428571428571	71.435	70.425	81.06	97.45
350979	25s_2880	wt	26127	114.25	110.76	92.91	80.3933333333333	108.86	77.83	70.62	76.77	NA	70.96	74.12	72.485	71.252	80.6333333333333	92.755
350980	25s_2880	wt	26128	107.65	107.41	91.09	78.565	106.48	80.14	74.1375	NA	NA	NA	73.895	72.3	72.04	81.795	97.89
350981	25s_2880	wt	26129	111.41	113.61	98.75	80.03	98.335	85.8133333333333	76.96	70.95	76.98	72	69.64	69.55	73.72	83.1525	83.26
350982	25s_2880	wt	26130	115.33	112.12	92.85	77.3825	106.113333333333	80.22	73.965	71.72	74.86	76.99	75.19	71.03	70.71	79.3	90.9966666666667
350983	25s_2880	wt	26131	112.51	111.59	94.32	77.415	104.4	79.45	69.945	NA	NA	NA	72.51	71.1863636363636	74.2	78.33	94.06
350984	25s_2880	wt	26133	112.58	98.36	91.78	79.23	NA	87.34	75.7125	71.59	NA	NA	73.4375	72.33	69.99625	78.075	89.528
350985	25s_2880	wt	26134	108.45	112.39	95.715	78.834	100.96	77.61	70.0766666666667	NA	NA	NA	73.47	71.26	73.58	82.825	94.21
350986	25s_2880	wt	26135	114.81	110.94	94.28	78.1	109.51	82.5733333333333	74.43	72.62	NA	73.65	73.464	70.77	74.94	80.5875	92.5433333333333
350987	25s_2880	wt	26136	112.365	110.86	99.07	79.18	101.07	84.98	77.99	NA	NA	71.8	74.06	72.06	74.36	83.95	100.73
350988	25s_2880	wt	26137	115.73	107.88	90.99	76.93	NA	NA	72.85	73.935	76.17	78.77	72.885	73.14	69.4942857142857	81.74	94.05
350989	25s_2880	wt	26139	112.765	107.93	92.1	77.695	108.17	73.17	70.87	72.85	75.46	73.45	74.4271428571429	71.235	69.1111111111111	79.62	92.945
350990	25s_2880	wt	26140	116.95	112.17	93.05	76.75	109.88	79.16	72.84	70.72	72.83	77.22	74.23	69.71	69.745	79.805	93.83
350991	25s_2880	wt	26141	NA	109.5	94.6	78.2057142857143	91.81	77.84	76.8183333333333	NA	NA	74.24	73.032	70.69	70.43	82.055	97.55
350992	25s_2880	wt	26142	NA	109.35	91.83	78.795	110.79	79.32	73.08	NA	NA	NA	NA	67.85	70.371	79.43	92.422
350993	25s_2880	wt	26143	115.44	112.01	90.355	75.9	108.74	74.43	77.9957142857143	NA	NA	75.9633333333333	72.06	76.45	69.94	80.6154545454545	91.6566666666667
350994	25s_2880	wt	26144	117.41	110.52	91.32	77.8	105.13	78.42	76.26	70.82	NA	76.08	71.53	70.8866666666667	71.64	79.3275	89.606
350995	25s_2880	wt	26145	110.008	108.6	92.6	84.39	104.38	80.435	74.325	NA	NA	73.71	74.56625	70.35	71.49	81.5666666666667	95.6
350996	25s_2880	wt	26146	109.7575	110.41	84.45	75.895	108.13	73.33	74.0066666666667	NA	NA	NA	NA	71.555	69.392	77.795	91.75
350997	25s_2880	wt	26147	113.51	109.37	93.62	82.13	104.35	91.68	79.0945454545455	NA	NA	NA	72.65	72.75	69.31	79.9033333333333	87.41
350998	25s_2880	wt	26148	NA	109.19	93.14	77.28	100.11	79.86	73.1766666666667	NA	NA	78.62	70.31	72.71	70.85	82.664	98.49
350999	25s_2880	wt	26149	116.06	109.31	90.17	75.89	105.35	76.68	70.87	74.22	70.82	73.71	73.5566666666667	72.83	70.745	79.515	94.22
351000	25s_2880	wt	26150	110.61	103.51	90.54	78.8981818181818	105.12	80.82	75.07	NA	NA	NA	74.51125	72.28	68.46	80.48	93.795
351001	25s_2880	wt	26151	108.113333333333	108.54	95.41	79.8616666666667	NA	85.27	68.68	NA	NA	70.14	72.605	71.55	70.5125	81.935	91.624
351002	25s_2880	wt	26152	114.8	108.92	90.4033333333333	79.2	106.04	77.2	73.99	75.45	71.76	73.54	76.24	70.35	70.7342857142857	80.4933333333333	91.245
351003	25s_2880	wt	26153	115.35	112.15	94.65	78.99	107.96	78.11	69.75	NA	NA	74.13	73.5936363636364	71.28	70.285	81.1833333333333	97.86
351004	25s_2880	wt	26154	109.683333333333	105.03	88.65	76.435	105.29	76.72	70.83	NA	NA	NA	71.81	72.1883333333333	70.2166666666667	81.7025	93.135
351005	25s_2880	wt	26155	NA	109.9	91.27	75.76	99.195	78.51	79.965	NA	NA	NA	73.328	71.02	73.4	79.1566666666667	95.575
351006	25s_2880	wt	26156	113.26	104.74	84.62	76.65	101.52	76.86	71.45	NA	NA	NA	71.77	71.48	68.88	80.64	95.08
351007	25s_2880	wt	26157	107.975	110.1	88.62	78.39	96.53	NA	NA	NA	NA	69.72	74.04	72.96	70.36	80.4766666666667	86.74
351008	25s_2880	wt	26158	NA	113.62	80.73	77.51	107.93	75.07	73.875	NA	NA	74.96	74.94	69.91	71.2275	79.8033333333333	94.59
351009	25s_2880	wt	26159	117.04	111.29	94.81	77.13	106.32	73.07	70.73	74.71	76.65	77.0266666666667	72.52	70.63	72.55	80.6266666666667	95.59
351010	25s_2880	wt	26160	116.16	110.55	93.015	78.07	109.2	79.91	71.5	71.24	76.82	73.65	76.16	72.6975	70.1385714285714	80.09	92.46
351011	25s_2880	wt	26161	NA	110.92	92.6	77.665	107.03	79.76	77.0033333333333	NA	NA	74.86	74.5325	72.01	70.26	79.79	93.48
351012	25s_2880	wt	26162	117.35	110.51	91.23	77.58	105.725	77.89	73.3	NA	NA	NA	NA	72.1766666666667	70.614	79.87	95.13
351013	25s_2880	wt	26163	112.33	109.21	94.37	78.332	105.18	82.45	77.225	72.26	NA	74	75.94	71.3066666666667	71.44	79.995	91.89
351014	25s_2880	wt	26164	110.41	108.62	93.34	75.445	103.55	84.5	75.2483333333333	NA	NA	NA	NA	71.3466666666666	69.4333333333333	80.62	97.99
351015	25s_2880	wt	26165	118.585	108.73	89.76	76.865	111.11	78.14	72.59	NA	NA	NA	75.17	70.03	69.7709090909091	79.01	92.46
351016	25s_2880	wt	26166	113.372	109.97	92.155	78.03	115.41	77.38	74.8933333333333	73.11	NA	76.63	74.704	71.79	69.69	82.01	94.405
351017	25s_2880	wt	26167	104.76	109	92.18	80.32	100.81	76	72.0466666666667	NA	NA	NA	69.78	71.8242857142857	70.3825	80.45	89.97
351018	25s_2880	wt	26169	NA	113.23	97.25	81.0733333333333	NA	NA	78.5266666666667	NA	NA	NA	71.14	71.5685714285714	69.6266666666667	74.78	95.01
351019	25s_2880	wt	26170	NA	116.875	97.48	78.6954545454545	110.97	79.66	74.225	NA	NA	76.5884615384615	73.97	71.5727272727273	72.05	79.7586666666667	92.9775
351020	25s_2880	wt	26171	112.6	112.95	94.105	78.7566666666667	107.09	75.99	74.4866666666667	74.39	77.39	77.1366666666667	68.38	71.22	68.91	81.37	92.565
351021	25s_2880	wt	26172	111.4	109.65	92.8	75.8266666666667	105.8	78.05	72.725	79.09	NA	75.844	72.14	70.475	70.175	79.26	90.37
351022	25s_2880	wt	26173	107.7	111.14	91.98	77.918	99.785	74.39	69.84	NA	NA	NA	NA	NA	69.77625	80.91	96.6
351023	25s_2880	wt	26174	109.41	111.47	105.25	77.045	102.64	76.63	80.34	NA	NA	73.035	73.92	72.245	70.44	81.39	95.74
351024	25s_2880	wt	26176	NA	106.03	89.83	75.9225	105.676666666667	75.49	74.6866666666667	NA	NA	NA	73.96	72.92	70.7533333333333	80.7	96
351025	25s_2880	wt	26177	108.341666666667	105.87	88.83	77.844	110.05	75.85	71.83	NA	NA	NA	73.765	71.0780769230769	70.58	79.25	93.74
351026	25s_2880	wt	26178	112.16	110.65	107.1	77.81	106.71	78.7	74.35	NA	NA	NA	73.6125	73.39	69.8233333333333	80.28	95.96
351027	25s_2880	wt	26179	115.02	111.57	93.71	79.33	100.53	73.12	80.0377777777778	75.5	NA	NA	74.3242857142857	69.77	70.95	81.32	91.87
351028	25s_2880	wt	26180	101.57	112.3	93.41	78.0533333333333	98.27	80.11	73.75	NA	NA	NA	72.63	72.152	70.9525	83.41	99.11
351029	25s_2880	wt	26181	117.61	112.38	92.955	78.385	103.89	77.38	80.12	70.31	71.65	75.9375	74.0433333333333	71.53	70.865	81.15	93.065
351030	25s_2880	wt	26182	NA	108.39	89.01	74.61	95.38	75.26	77.0033333333333	NA	NA	74.82	73.9425	73.4	69.5175	80.8	91.8466666666667
351031	25s_2880	wt	26183	NA	103.855	92.99	78.5466666666667	108.3	79.11	73.42	NA	NA	NA	74.4563636363636	72.45	69.8225	81.0118181818182	94.43
351032	25s_2880	wt	26184	103.57	109.35	92.39	84.94	105.06	81.07	79.37	NA	NA	NA	NA	72.668	70.9875	79.925	93.555
351033	25s_2880	wt	26185	114.1	112.78	94.43	77.805	107.11	77.92	70.0766666666667	68.23	74.61	76.89	72.94	70.43	68.86	78.925	95.16
351034	25s_2880	wt	26186	115	112.45	93.14	77.4825	96.39	78.18	75.18	72.93	NA	76.4	74.4125	72.09	73.22	79.4925	91.86
351035	25s_2880	wt	26187	NA	113.12	90.615	76.832	107.016666666667	76.87	71.6833333333333	NA	NA	NA	74.26	72.47	70.29125	79.0666666666667	96.37
351036	25s_2880	wt	26188	110.7025	109.81	89.1475	78.1933333333333	101.888	77.57	70.01	NA	NA	NA	73.0733333333333	71.88	71.142	80.295	93.52
351037	25s_2880	wt	26189	108.17	112.31	90.48	77.45	105.74	73.52	90.14	NA	NA	NA	72.45	72.5075	70.4233333333333	82.4233333333333	87.88
351038	25s_2880	wt	26190	114.62	109.97	92.63	77.49	108.27	77.86	72.36	NA	NA	NA	73.58	72.05	69.58	79.41	90.38
351039	25s_2880	wt	26191	113.32	107.2	108.43	75.995	107.635	77.83	72.94	NA	NA	NA	NA	NA	68.6592307692308	81.45	96.15
351040	25s_2880	wt	26192	NA	109.17	91.15	77.78	103.36	77.9	79.8	NA	NA	NA	73.0357142857143	73.1	70.0266666666667	79.97	95.74
351041	25s_2880	wt	26193	115.56	108.12	91.71	75.12	107.8975	76.98	70.4966666666667	NA	NA	69.88	74.148	68.31	71.42	78.035	90.975
351042	25s_2880	wt	26194	110.52	107.17	89.39	76.89	109.1	80.03	75.2433333333333	NA	NA	NA	NA	71.7285	69.37	78.9025	94.37
351043	25s_2880	wt	26195	120.21	108.16	92.91	77.525	106.99	80.36	72.02	70.63	74.98	76.0257142857143	73.64	71.7171428571429	69.81	79.03	NA
351044	25s_2880	wt	26196	NA	106.91	91.575	78.1675	95.36	78.52	74.6725	NA	NA	NA	73.80375	72.4	71.4	80.58	92.7771428571429
351045	25s_2880	wt	26197	114.44	111.99	96.11	78.69	99.42	78.94	69.39	NA	NA	NA	72.12	70.01	69.975	79.72	92.41
351046	25s_2880	wt	26198	116.87	111.05	87.97	NA	NA	NA	73.05	75.14	76.05	75.625	74	71.2233333333333	70.68	81.875	94.025
351047	25s_2880	wt	26199	113.55	110.22	91.85	81.0166666666667	90.67	87.54	79.375	NA	NA	NA	69.91	72.4166666666667	69.4	77.155	91.265
351048	25s_2880	wt	26200	111.42	103.316666666667	85.15	74.36	94.39	98.29	69.33	NA	NA	NA	NA	69.605	69.495	76.99	91.9044444444444
351049	25s_2880	wt	26201	112.285	110.8	94.77	81.05	111.39	79.25	78.07	70.95	NA	NA	NA	71.827	73.87	82.2166666666667	94.225
351050	25s_2880	wt	26202	NA	113.55	93.31	77.43	108.11	76.62	77.5233333333333	NA	77.7	73.07	76.01	70.09	69.695	80.98	94.795
351051	25s_2880	wt	26203	110.975	106.03	92.01	79.51	102.553333333333	71.15	74.0766666666667	NA	NA	NA	NA	70.944	68.965	77.75	89.86
351052	25s_2880	wt	26204	113.183333333333	107.2	88.68	78.73	106.735	78.33	73.15	74.26	78.1366666666667	76.845	73.07	71.3133333333333	71.09	78.91	91.4633333333333
351053	25s_2880	wt	26205	118.69	111.09	90.19	77.92	111.27	73.52	75.46	87.83	77.64	78.425	74.49	74.25	73.51	83.4942857142857	92.095
351054	25s_2880	wt	26206	110.16	106.27	92.1	76.4066666666667	97.1	81.985	74.64	NA	NA	NA	NA	NA	69.5866666666667	80.27	92.115
351055	25s_2880	wt	26207	111.752	107.11	90.99	77.6972727272727	104.77	80.35	71.085	68.78	NA	NA	73.14	70.03	73.97	81.3566666666667	92.815
351056	25s_2880	wt	26208	112.83	112.59	NA	83.16	103.75	83.78	78.13	78.5	75.85	78.15	73.7066666666667	71.77	75.16	80.635	95.32
351057	25s_2880	wt	26210	111.13	106.915	91.86	78.52	106.29	NA	NA	NA	NA	NA	72.64	72.395	70.005	81.38	93.07
351058	25s_2880	wt	26211	113.235	107.73	89.14	76.4166666666667	110.44	76.56	71.186	72.22	NA	76.74	74.13	69.2	69.28	79.2725	92.7766666666667
351059	25s_2880	wt	26212	115.38	110.81	94.41	82.755	108.595	78.74	71.865	72.02	75.645	76.546	72.75	70.58	70.38	76.07	95.13
351060	25s_2880	wt	26213	116.05	112.19	93.79	78.3233333333333	103.183333333333	75.27	70.985	72.76	NA	76.3442857142857	74.08	72.6166666666667	70.735	81.25	100.16
351061	25s_2880	wt	26214	114.283333333333	108.63	93.5	78.03	109.43	77.43	74.64	74.08	71.21	76.48	78.76	71.59	73.75	81.075	91.43
351062	25s_2880	wt	26215	109.45	107	90.66	77.24	110.015	78.49	72.92	NA	NA	NA	75.29	72.4853333333333	69.8828571428571	81.07	92.69
351063	25s_2880	wt	26216	108.66	104.99	92.035	76.42	96.35	77.86	68.94	NA	NA	NA	NA	67.84	70.2788888888889	78.62	94.775
351064	25s_2880	wt	26217	107.93	109.71	94.13	77.3771428571429	101.34	79.5	76.1133333333333	NA	NA	72.38	74.845	71.81	71.0866666666667	79.3075	89.28
351065	25s_2880	wt	26218	109.93	115.73	95.37	79.23	109.7	82.49	78.4766666666667	NA	NA	NA	73.1245454545455	71.43	69.435	83.12	92.76
351066	25s_2880	wt	26219	111.16	110.32	105.81	75.97	101.205	80.42	74.5275	NA	NA	75.83	72.67	70.745	70.78	79.82	95.74
351067	25s_2880	wt	26220	110.54	109.62	94.74	78.4633333333333	105.21	75.99	71.895	NA	NA	NA	75.2	71.31	69.805	81.42	96.3
351068	25s_2880	wt	26221	NA	108.28	93.19	77.555	101.22	86.44	78.85	NA	NA	NA	72.47	72.17	70.885	78.7766666666667	97.06
351069	25s_2880	wt	26222	109.07	108.73	91.5933333333333	76.95	98.174	77.65	72.17	NA	NA	NA	NA	72.1014285714286	71.69	80.875	94.3233333333333
351070	25s_2880	wt	26223	108.29	106.6	90.11	75.82	108.96	79.13	71.24	76.83	NA	75.67	71.87	71.4125	70.79	78.14	91.0766666666667
351071	25s_2880	wt	26224	110.47	109.08	90.51	77.51	110.15	78.35	71.48	NA	NA	76.04	75.02	72.28	69.774	78.595	94.15
351072	25s_2880	wt	26225	112.06	111.11	95.28	77.02	103.97	81.21	74.095	70.95	NA	NA	72.115	74.96	69.9025	80.75	94.49
351073	25s_2880	wt	26226	115.37	108.11	90.27	76.485	99.705	77.98	69.55	77.11	72.86	74.5666666666667	76.47	71.15	70.43	80.1	93.8
351074	25s_2880	wt	26227	114.413333333333	108.39	87.76	76.16	NA	85.57	72.5866666666667	NA	NA	NA	NA	70.9525	71.1783333333333	80.885	98.6
351075	25s_2880	wt	26228	110.39	NA	NA	77.03	103.24	82.05	71.13	78.8	NA	75.485	74.53	71.97	70.135	79.31	99.73
351076	25s_2880	wt	26229	112.73	111.61	95.27	77.755	NA	NA	72.1	79.65	NA	NA	71.91	72.6355555555556	72.81	79.07	91.98
351077	25s_2880	wt	26230	112.95	110.52	96.12	78.07	107.36	82.37	72.34	71.26	NA	74.655	74.4575	68.21	71.3	79.755	95.05
351078	25s_2880	wt	26232	NA	110.1	92.96	77.25	105.056666666667	NA	71.37	NA	NA	NA	73.378	72.52	71.72	82.9457142857143	93.145
351079	25s_2880	wt	26233	116.85	111.34	94.73	78.01	105.08	78.86	NA	69.69	73.87	69.92	75.772	73.33	69.935	79.01	90.04
351080	25s_2880	wt	26234	113.33	106.22	91.09	76.11	102.67	76.02	72.54	NA	NA	75.33	74.2516666666667	71.0075	70.47	80.49	94.195
351081	25s_2880	wt	26235	114.115	105.96	88.61	78.41	108.563333333333	73.83	76.1742857142857	NA	NA	NA	73.5609090909091	72.22	69.6366666666667	83.61	91.2633333333333
351082	25s_2880	wt	26236	105.24	111.56	93	79.24	93.28	78.56	NA	68.18	NA	71.49	74.28	69.94	68.86	80.94	95.655
351083	25s_2880	wt	26237	108.83	108.465	91.65	77.06	111.48	76.72	72.83	NA	NA	76.9	69.8	71.47625	69.5466666666667	80	94
351084	25s_2880	wt	26238	114.82	110.4	89.765	79.1133333333333	107.48	78.28	NA	70.98	76.26	76.235	81.38	72.72	74.01	80.93	95.16
351085	25s_2880	wt	26239	NA	114.96	91	78.08	100.24	76.72	74.395	NA	NA	NA	73.935	73.39	69.982	80.88	95.85
351086	25s_2880	wt	26240	NA	109.78	93.14	76.9	99.28	76.7	75.1866666666667	NA	NA	72.35	72.8633333333333	71.89	70.776	81.3566666666667	92.8625
351087	25s_2880	wt	26241	114.06	104.1	92.38	77.5014285714286	97.615	82.14	77.0175	NA	NA	NA	72.85	72.53	71.44	81.78	96.97
351088	25s_2880	wt	26242	112.02	116.7275	90.87	77.2425	105.01	80.85	72.735	NA	NA	NA	72.62	73.187	68.5975	78.25	91.17
351089	25s_2880	wt	26243	114.9	108.33	90.77	78.676	109.21	77.01	72.4666666666667	72.52	73.26	77.42	72.54	71.915	70.5	79.62	94.19
351090	25s_2880	wt	26244	115.95	107.59	90.9675	76.52	108.75	72.5	74.47	72.125	76.13	75.39	72.47	70.95	71.02	79.51	93.005
351091	25s_2880	wt	26245	113.055	107.16	90.67	74.81	104.05	71.9	69.13	NA	NA	NA	72.4766666666667	70.74	70.2	80.21	92.535
351092	25s_2880	wt	26246	111.663333333333	111.07	88.475	76.35	109.65	72.57	72.27	70.22	78.1	77.25	75.88	70.63	73.58	79.025	92.55
351093	25s_2880	wt	26247	115.59	110.43	91.04	77.73	104.81	77.27	71.28	72.44	78.6	77.03	76.84	70.09	69.88	79.395	93.77
351094	25s_2880	wt	26248	109.38	108.1	92.5933333333333	77.6233333333333	109.69	76.19	67.65	NA	NA	NA	NA	70.795	70.36	80.01	97.04
351095	25s_2880	wt	26249	112.62	112.56	88.77	77.12	104.78	79.56	NA	71.05	76.35	74.56	69.1	71.4425	73.44	81.76	92.515
351096	25s_2880	wt	26250	110.91	105.713333333333	91.4633333333333	76.11	101.675	74.81	70.25	NA	NA	NA	72.8833333333333	71.985	71.28	80.175	91.4733333333333
351097	25s_2880	wt	26251	120.15	111.71	93.2	76.5433333333333	107.66	74.17	73.23	76	75.88	75.4766666666667	74.5566666666667	72.01	71.51	80.175	92.85
351098	25s_2880	wt	26252	113.855	107.21	82.07	77.18	105.34	80.17	74.63	74.94	77.685	76.9475	70.84	75.29	70.82	80.272	92.455
351099	25s_2880	wt	26253	109.19	109.5	88.48	76.7425	102.6	97.16	72.8925	NA	NA	NA	73.4577777777778	72.48	69.35	81.48	94.65
351100	25s_2880	wt	26254	110.623333333333	110.34	92.67	77.53	116.94	79.16	77.08	NA	NA	NA	72.6085714285714	71.77	69.95	81.94	93.9066666666667
351101	25s_2880	wt	26255	108.18	106.005	89.405	77.0266666666667	112.925	81.37	76.1066666666667	72.455	77.295	75.245	74.77	70.69	67.595	77.91	93.455
351102	25s_2880	wt	26257	113.26	110.77	94.78	78.304	111.58	82.01	75.8	73.98	NA	74.905	74.25	69.58	70.155	81.26	96.98
351103	25s_2880	wt	26258	NA	NA	NA	79.4416666666667	107.82	78.15	75.2	NA	NA	74.08	74.8157142857143	72.61	71.54	81.1633333333333	92.67
351104	25s_2880	wt	26259	NA	111.94	91.69	77.8484615384615	106.23	80.66	74.3	NA	NA	75.96	72.09	73.38	70.315	80.18	90.655
351105	25s_2880	wt	26260	116.33	112.25	97.56	78.6971428571428	99.44	80.89	70.29	73.38	NA	70.27	74.4633333333333	72.63	76.76	82.2466666666667	97.67
351106	25s_2880	wt	26261	111.56	116.94	95.92	82.0633333333333	114.5	NA	77.37	73.89	71.49	NA	74.6	72.15	71.585	78.915	95.75
351107	25s_2880	wt	26262	114.175	107.55	90.045	77.79	109.46	77.81	74.29	86.27	72.94	74.55125	76.79	71.6	69.98	77.5966666666667	92.47
351108	25s_2880	wt	26263	113.175	108.04	92.57	78.6	109.105	76.49	70.43	70.81	76.275	77.115	72.84	73.1725	71.38	80.89	96.43
351109	25s_2880	wt	26264	111.89	106.8	86.39	75.38	103.452	78.1	74.29	75.03	78.72	76	73.305	72.4966666666667	70.046	79.7233333333333	94.32
351110	25s_2880	wt	26265	NA	109.63	93.17	78.65	100.02	79.82	76.085	74.9	77.54	75.72	74.33	73.185	69.2966666666667	81.24	89.92
351111	25s_2880	wt	26266	113.415	114.76	95.9966666666667	79.29	108.1	80.33	77.4466666666667	69.44	76.59	77.115	75.875	70.01	74.5	82	96.08
351112	25s_2880	wt	26267	101.85	111.77	92.75	79.85	101.82	81.8	72.44	NA	NA	NA	NA	63.76	69.7042857142857	81.32	95.74
351113	25s_2880	wt	26268	112.01	114.65	93.25	78.41	106.53	81.67	76.85	72.81	75.57	73.785	75.62	71.0266666666667	70.325	80.08	89.3
351114	25s_2880	wt	26270	114.59	111.44	95.92	79.876	119.43	82.74	77.275	73.18	NA	77.19	74.43	78.85	72.77	81.0433333333333	99.91
351115	25s_2880	wt	26271	NA	NA	109.61	78.17	100.07	76.51	76.0466666666667	NA	NA	NA	73.73	71.6425	71.23	79.65	93.39
351116	25s_2880	wt	26272	NA	NA	91.31	77.732	111.43	78.35	73.48	NA	NA	76.52	75.0325	71.5466666666667	71.86	81.0633333333333	96.45
351117	25s_2880	wt	26274	114.855	115.42	93.1	76.325	97.29	74.99	71.4633333333333	74.1	69.87	73.3	76.125	70.01	69.9466666666667	80.73	95.3
351118	25s_2880	wt	26275	105.58	109.3	93.02	76.034	NA	NA	75.6	NA	NA	NA	69.69	71.015	67.394	78.99	93.94
351119	25s_2880	wt	26276	111.4225	110.73	94.01	78.32	107.94	80.66	74.2742857142857	75.01	NA	76.71	74.86	69.75	70.55	80.51	93.345
351120	25s_2880	wt	26277	111.025	109.05	92.37	75.44	102.35	73.6	79.045	NA	NA	73.9	73.94	70.82	69.0525	79.4133333333333	96.58
351121	25s_2880	wt	26278	108.83	105.17	88.59	76.41	103.58	73.13	72.294	NA	NA	74.02	74.497	70.91	70.87	79.2881818181818	93.4342857142857
351122	25s_2880	wt	26279	115.332	111.99	93.83	78.525	105.09	77.22	71.3	73.35	77.67	76.33	74.995	70.39	71.085	80.085	90.702
351123	25s_2880	wt	26280	112.33	115.91	92.88	76.43	105.57	75.35	78.4	71.72	NA	75.54	75.755	71.4	69.57	79.28	94.32
351124	25s_2880	wt	26281	120.89	109.61	88.33	78	NA	NA	76.16	74.29	NA	71.53	73.504	76.08	69.23	79.61	86.57
351125	25s_2880	wt	26282	NA	109.26	92.43	77.24	NA	91.66	80.37	NA	NA	NA	74.2933333333333	72.785	74.17	80.46	94.99
351126	25s_2880	wt	26283	113.66	109.09	92.5275	75.9725	97.22	75.28	70.635	NA	NA	NA	NA	67.93	69.5071428571429	81.3	97.25
351127	25s_2880	wt	26284	110.79	103.586666666667	89.895	75.8866666666667	99.005	NA	73.07	72.47	NA	NA	NA	72.0636363636364	70.485	80.1866666666667	95.24
